,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
149,2019-11-07,62.937890502633195,63.3295230538584,62.784643305341966,63.10573196411133,94940400,0.1925,0.0
150,2019-11-08,62.92570758741672,63.35139078830857,62.47813299842097,63.278419494628906,69986400,0.0,0.0
151,2019-11-11,62.83085414742128,63.845199938566914,62.82599186766161,63.77952575683594,81821200,0.0,0.0
152,2019-11-12,63.62140559559371,63.92303766169577,63.468165846115575,63.72113800048828,87388800,0.0,0.0
153,2019-11-13,63.51924943202264,64.40710172169037,63.504655169324494,64.33169555664062,102734400,0.0,0.0
154,2019-11-14,64.1565559971209,64.43142697926757,63.7551989324206,63.88655471801758,89182800,0.0,0.0
155,2019-11-15,64.13952575633475,64.65034720394651,63.97655402045826,64.6454849243164,100206400,0.0,0.0
156,2019-11-18,64.65522439690305,65.05171926637753,64.27333121634224,64.97145080566406,86703200,0.0,0.0
157,2019-11-19,65.16603918717709,65.19036543506486,64.55549267816737,64.7744140625,76167200,0.0,0.0
158,2019-11-20,64.5919810395036,64.72332942159885,63.34168459440696,64.02034759521484,106234400,0.0,0.0
159,2019-11-21,64.1419725939807,64.21981362257439,63.531418624900596,63.73331832885742,121395200,0.0,0.0
160,2019-11-22,63.87438668299841,64.01790187685023,63.44870338106709,63.6773567199707,65325200,0.0,0.0
161,2019-11-25,63.90357429108741,64.81089050259187,63.85735665367422,64.79386138916016,84020400,0.0,0.0
162,2019-11-26,64.93250741266074,64.98602217539187,63.852487599960966,64.28790283203125,105207600,0.0,0.0
163,2019-11-27,64.60169390430832,65.18549407901743,64.53601972515096,65.15143585205078,65235600,0.0,0.0
164,2019-11-29,64.84982508221611,65.19037030811506,64.67954875760205,65.0079345703125,46617600,0.0,0.0
165,2019-12-02,65.01279080974909,65.2511761573915,64.08359051328215,64.25629425048828,94487200,0.0,0.0
166,2019-12-03,62.83329745899585,63.13005987750576,62.34193989730814,63.11060333251953,114430400,0.0,0.0
167,2019-12-04,63.50467271446775,64.0495451346111,63.409802557391025,63.66764450073242,67181600,0.0,0.0
168,2019-12-05,64.16630708885987,64.67712869757032,63.908465143922875,64.60171508789062,74424400,0.0,0.0
169,2019-12-06,65.06386343079967,65.92009221447192,65.02007322597682,65.84954833984375,106075600,0.0,0.0
170,2019-12-09,65.67685748536404,65.87145261228567,64.43872798875415,64.92765808105469,128042400,0.0,0.0
171,2019-12-10,65.3363098024444,65.69388408756492,64.66980630040896,65.30712127685547,90420400,0.0,0.0
172,2019-12-11,65.38740292445203,65.94444214467153,65.3119967436795,65.86416625976562,78756800,0.0,0.0
173,2019-12-12,65.13683315742058,66.29955623008871,65.02494135519544,66.031982421875,137310400,0.0,0.0
174,2019-12-13,66.0319963831115,66.96606634655478,65.90307544234969,66.92958068847656,133587600,0.0,0.0
175,2019-12-16,67.37959456633108,68.30150517701617,67.37473228605313,68.07527923583984,128186000,0.0,0.0
176,2019-12-17,68.00472596841944,68.53986617662244,67.81742058572057,68.20905303955078,114158400,0.0,0.0
177,2019-12-18,68.06067580516569,68.57149725204152,67.89526921804861,68.04608154296875,116028400,0.0,0.0
178,2019-12-19,67.98770307044862,68.39635725006059,67.85391986200236,68.11418914794922,98369200,0.0,0.0
179,2019-12-20,68.65176923132904,68.75392906092472,67.75904731973579,67.97310638427734,275978000,0.0,0.0
180,2019-12-23,68.2382592004273,69.14314070553847,68.19933868777073,69.08232879638672,98572000,0.0,0.0
181,2019-12-24,69.25018517895157,69.29883768608629,68.81963944179763,69.14801788330078,48478800,0.0,0.0
182,2019-12-26,69.2817833245432,70.53694183335246,69.25259480022888,70.51991271972656,93121200,0.0,0.0
183,2019-12-27,70.81424506912526,71.50750226219995,70.08450221816837,70.49315643310547,146266000,0.0,0.0
184,2019-12-30,70.41043256091021,71.19612480660057,69.37906534171124,70.9115219116211,144114400,0.0,0.0
185,2019-12-31,70.52478313702217,71.43696174373699,70.42505071855526,71.4296646118164,100805600,0.0,0.0
186,2020-01-02,72.05968128421354,73.12024489574964,71.80427422167016,73.05943298339844,135480400,0.0,0.0
187,2020-01-03,72.28102731726777,73.11536485517308,72.12291785217315,72.34913635253906,146322800,0.0,0.0
188,2020-01-06,71.46372308734055,72.96455680298956,71.21074347434804,72.9256362915039,118387200,0.0,0.0
189,2020-01-07,72.93535376928043,73.19319561117895,72.3612930415296,72.58264923095703,108872000,0.0,0.0
190,2020-01-08,72.28347629123014,74.05431897758925,72.28347629123014,73.75025939941406,132079200,0.0,0.0
191,2020-01-09,74.73540700340439,75.51136761523257,74.48243478748665,75.3167724609375,170108400,0.0,0.0
192,2020-01-10,75.55271163708832,76.0562359879579,74.98107825011041,75.48703002929688,140644800,0.0,0.0
193,2020-01-13,75.8056752902909,77.12650779658279,75.6864789346818,77.09974670410156,121532000,0.0,0.0
194,2020-01-14,77.03651484949997,77.24813906541692,75.93460356191406,76.05865478515625,161954400,0.0,0.0
195,2020-01-15,75.85677809337413,76.74463049558277,75.29730406682582,75.73271942138672,121923600,0.0,0.0
196,2020-01-16,76.28002411698388,76.79328048123296,75.91515266855863,76.68138122558594,108829200,0.0,0.0
197,2020-01-17,76.9319247036579,77.53274664228599,76.62300288822111,77.53031921386719,137816400,0.0,0.0
198,2020-01-21,77.15571804686083,77.6008579532655,76.8662527669418,77.0049057006836,110843200,0.0,0.0
199,2020-01-22,77.49383686312876,77.83681695721302,77.18491500490924,77.27978515625,101832400,0.0,0.0
200,2020-01-23,77.33328560791269,77.73220783937838,76.78110876678532,77.65193939208984,104472000,0.0,0.0
201,2020-01-24,77.90003964500053,78.64923894581415,77.23597106087486,77.42813873291016,146537600,0.0,0.0
202,2020-01-27,75.42135321207418,75.83730454581146,74.16133237638986,75.15135192871094,161940000,0.0,0.0
203,2020-01-28,76.0392066395609,77.45003985032686,75.93947422568569,77.27733612060547,162234000,0.0,0.0
204,2020-01-29,78.92171197136842,79.74875259059185,78.1749398194926,78.89495086669922,216229200,0.0,0.0
205,2020-01-30,77.97059023425881,78.83411627208068,77.53517493803575,78.78060150146484,126743200,0.0,0.0
206,2020-01-31,78.06546639861828,78.49114978538606,74.99081996803824,75.28758239746094,199588400,0.0,0.0
207,2020-02-03,74.0202545955247,76.2557010225196,73.5143027657168,75.08081817626953,173788400,0.0,0.0
208,2020-02-04,76.698403033184,77.75166933767437,76.28974883148548,77.55950164794922,136616400,0.0,0.0
209,2020-02-05,78.6954725312278,78.99710464775015,77.58383647636833,78.19195556640625,118826800,0.0,0.0
210,2020-02-06,78.464397437163,79.10900223481492,77.9024959509712,79.1065673828125,105425600,0.0,0.0
211,2020-02-07,78.60183756171901,78.85297692941863,77.53632386146967,78.03128814697266,117684000,0.1925,0.0
212,2020-02-10,76.60490529334038,78.40189361572266,76.52444635035934,78.40189361572266,109348800,0.0,0.0
213,2020-02-11,78.90175299540124,78.97489750187843,77.70944545319593,77.92888641357422,94323200,0.0,0.0
214,2020-02-12,78.38238364228775,79.78437668746066,78.38238364228775,79.77950286865234,113730400,0.0,0.0
215,2020-02-13,79.0455961150054,79.54056037181111,78.84078408883877,79.21139526367188,94747600,0.0,0.0
216,2020-02-14,79.17970266386266,79.4820506265075,78.71887743130397,79.23091125488281,80113600,0.0,0.0
217,2020-02-18,76.89262506519927,77.96302006162446,76.7097563707623,77.7801513671875,152531200,0.0,0.0
218,2020-02-19,78.02396368293101,79.13824520010468,78.02396368293101,78.90660858154297,93984000,0.0,0.0
219,2020-02-20,78.66523844686574,79.15776212729114,77.58752898101068,78.09712219238281,100566000,0.0,0.0
220,2020-02-21,77.6874903624011,78.13369410732922,75.70763331615004,76.32938385009766,129554000,0.0,0.0
221,2020-02-24,72.47940531098705,74.16666975831642,70.52149130623991,72.70372009277344,222195200,0.0,0.0
222,2020-02-25,73.3791063079618,73.76434637424788,69.76561952006125,70.24107360839844,230673600,0.0,0.0
223,2020-02-26,69.86313966662543,72.63055342785515,69.85582521816706,71.3553466796875,198054800,0.0,0.0
224,2020-02-27,68.53918361605838,69.73392418559446,66.55444527912212,66.69098663330078,320605600,0.0,0.0
225,2020-02-28,62.72640222212913,67.88329786772559,62.50939446848589,66.6519775390625,426510000,0.0,0.0
226,2020-03-02,68.82690432872529,73.49859111026409,67.71506318850359,72.85733032226562,341397200,0.0,0.0
227,2020-03-03,74.04231554798498,74.12277449628382,69.68515804677267,70.54342651367188,319475600,0.0,0.0
228,2020-03-04,72.27944284150807,73.97646180120174,71.47238314183345,73.81553649902344,219178400,0.0,0.0
229,2020-03-05,72.05511940354816,73.03773328427945,71.05300280817983,71.42118072509766,187572800,0.0,0.0
230,2020-03-06,68.75862092813433,70.90915830469223,68.57087843625528,70.47270965576172,226176800,0.0,0.0
231,2020-03-09,64.30880532464467,67.80525284255755,64.12593668391108,64.89886474609375,286744800,0.0,0.0
232,2020-03-10,67.57363086457617,69.84119927386679,65.67910678337745,69.57299041748047,285290000,0.0,0.0
233,2020-03-11,67.6346023648787,68.56844859292809,66.28624332955329,67.15670013427734,255598800,0.0,0.0
234,2020-03-12,62.40454602006385,65.8327235472877,60.46857570269389,60.524654388427734,418474000,0.0,0.0
235,2020-03-13,64.58679668850645,68.2514855091678,61.675522374587224,67.7760238647461,370732000,0.0,0.0
236,2020-03-16,58.993438314618125,63.17015664055823,58.51798046741498,59.05683517456055,322423600,0.0,0.0
237,2020-03-17,60.34910348201121,62.811732895705184,58.12785835350345,61.653568267822266,324056000,0.0,0.0
238,2020-03-18,58.46190421829109,60.95623219810506,57.815765924707286,60.14429473876953,300233600,0.0,0.0
239,2020-03-19,60.31984724490035,61.648692324387014,59.15436441653481,59.68346405029297,271857200,0.0,0.0
240,2020-03-20,60.268632029403584,61.40241995325116,55.5920726186282,55.89441680908203,401693200,0.0,0.0
241,2020-03-23,55.61159289906526,55.71399892766149,51.83962077030738,54.707000732421875,336752800,0.0,0.0
242,2020-03-24,57.63046013566156,60.392997016586634,57.128181379215754,60.195499420166016,287531200,0.0,0.0
243,2020-03-25,61.13909481051402,62.96778159447755,59.56642492039994,59.8638916015625,303602000,0.0,0.0
244,2020-03-26,60.10771807385664,63.07262616269604,60.068705195201055,63.01411056518555,252087200,0.0,0.0
245,2020-03-27,61.6267549662664,62.38748760556555,60.23695352121086,60.40519332885742,204216800,0.0,0.0
246,2020-03-30,61.13665530624813,62.302138002794244,60.80992712048675,62.12902069091797,167976400,0.0,0.0
247,2020-03-31,62.321656842125876,64.00160682803163,61.443885560219115,62.00224304199219,197002000,0.0,0.0
248,2020-04-01,60.102840901965365,60.64413250508946,58.30585248826726,58.73986053466797,176218400,0.0,0.0
249,2020-04-02,58.60087632581907,59.7736735146081,57.76211806376953,59.72003173828125,165934000,0.0,0.0
250,2020-04-03,59.200694769002986,59.90778559000741,58.26684482454208,58.861778259277344,129880000,0.0,0.0
251,2020-04-06,61.17565994255492,64.15275959711106,60.80504880951849,63.9967155456543,201820400,0.0,0.0
252,2020-04-07,66.02778910036719,66.24723749355668,63.1506578577443,63.25550079345703,202887200,0.0,0.0
253,2020-04-08,64.06256286574568,65.19147353750637,63.69439226325123,64.87450408935547,168895200,0.0,0.0
254,2020-04-09,65.51574950464607,65.84978840618169,64.54044996570646,65.3426284790039,161834800,0.0,0.0
255,2020-04-13,65.42066450225325,66.73488440902602,64.81597601440424,66.62516021728516,131022800,0.0,0.0
256,2020-04-14,68.27095932045468,70.28251437186093,67.79549787738104,69.98992156982422,194994800,0.0,0.0
257,2020-04-15,68.85615570668705,69.81438585349407,68.4245882783634,69.35111999511719,131154400,0.0,0.0
258,2020-04-16,70.07040041952709,70.27033862183306,68.8439614794944,69.90216064453125,157125200,0.0,0.0
259,2020-04-17,69.414506919472,69.96555353919423,67.50535390812097,68.95367431640625,215250000,0.0,0.0
260,2020-04-20,67.7711442473791,68.68060650061071,67.50293532836373,67.5224380493164,130015200,0.0,0.0
261,2020-04-21,67.36394333496042,67.60045378651319,64.71844167153718,65.43528747558594,180991600,0.0,0.0
262,2020-04-22,66.71293919047922,67.75895028110617,66.36915256832631,67.320068359375,116862400,0.0,0.0
