,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2019-04-08,47.273326981802356,48.190297056470385,47.25407256395363,48.15901184082031,103526800,0.0,0.0
1,2019-04-09,48.21196533868645,48.82087213278895,47.949627082913366,48.014610290527344,143072800,0.0,0.0
2,2019-04-10,47.81725107482381,48.31304407732756,47.696913716162705,48.28416061401367,86781200,0.0,0.0
3,2019-04-11,48.33953222150095,48.375631970427015,47.759505106050284,47.88224792480469,83603200,0.0,0.0
4,2019-04-12,47.942395344316424,48.168630130264894,47.22278040411491,47.862972259521484,111042800,0.0,0.0
5,2019-04-15,47.7931936144502,48.09885158365772,47.65600724041029,47.94963073730469,70146400,0.0,0.0
6,2019-04-16,48.00498056217533,48.464666479597874,47.78837111391305,47.954437255859375,102785600,0.0,0.0
7,2019-04-17,48.02423105441567,48.94842475179713,47.80040533203736,48.88825607299805,115627200,0.0,0.0
8,2019-04-18,48.885852767246796,49.1337474594759,48.74145012446377,49.0639533996582,96783200,0.0,0.0
9,2019-04-22,48.816046793708836,49.32387052589748,48.69811487600666,49.22519302368164,77758000,0.0,0.0
10,2019-04-23,49.201133444879666,50.00017531373073,49.07357613137349,49.9351921081543,93292000,0.0,0.0
11,2019-04-24,49.906319032601,50.17587359215342,49.83171044361098,49.858184814453125,70162400,0.0,0.0
12,2019-04-25,49.77874334871132,50.002569033157776,49.36718803961406,49.405696868896484,74172800,0.0,0.0
13,2019-04-26,49.31425203419226,49.33832097680149,48.645176560591935,49.16984939575195,74596400,0.0,0.0
14,2019-04-29,49.19391012432461,49.57177118845587,49.06394739448613,49.24445343017578,88818800,0.0,0.0
15,2019-04-30,48.871404561973385,48.953233079546614,47.92074022041394,48.29619216918945,186139600,0.0,0.0
16,2019-05-01,50.51279652699364,51.81965810881965,50.3563558016404,50.66682815551758,259309200,0.0,0.0
17,2019-05-02,50.50317855863155,51.179473883296275,50.09162687498357,50.33711242675781,127985200,0.0,0.0
18,2019-05-03,50.755894946280776,50.98453521108147,50.59704873908681,50.96287536621094,83569600,0.0,0.0
19,2019-05-06,49.167437497378444,50.26250822043069,48.97730608225386,50.175865173339844,129772400,0.0,0.0
20,2019-05-07,49.550115242252154,49.92075271549104,48.334707105212544,48.82327651977539,155054800,0.0,0.0
21,2019-05-08,48.59222627219422,49.420147926790285,48.55612653183883,48.83290100097656,105358000,0.0,0.0
22,2019-05-09,48.23120986997865,48.53927320150486,47.331088815089856,48.3082275390625,139634400,0.0,0.0
23,2019-05-10,47.69698182861561,48.04247399304977,46.57353599515963,47.63899612426758,164834800,0.1925,0.0
24,2019-05-13,45.35102380422047,45.77865584844388,44.17684024721622,44.870235443115234,229722400,0.0,0.0
25,2019-05-14,45.0369476380204,45.83181514752156,44.795346078269056,45.58055114746094,146118800,0.0,0.0
26,2019-05-15,45.003118377213376,46.32709373973247,44.9427179942411,46.126564025878906,106178800,0.0,0.0
27,2019-05-16,45.882554122355145,46.501053539290865,45.62403867810223,45.92362594604492,132125600,0.0,0.0
28,2019-05-17,45.162583590666245,46.12174220089542,45.12151176262328,45.66270065307617,131516400,0.0,0.0
29,2019-05-20,44.33871953728024,44.53924927543307,43.555929151947815,44.23482894897461,154449200,0.0,0.0
30,2019-05-21,44.74943629951545,45.42108826726725,44.62380246994734,45.082847595214844,113459200,0.0,0.0
31,2019-05-22,44.614147132226236,44.867829519919276,44.10436766827929,44.159934997558594,118994400,0.0,0.0
32,2019-05-23,43.439963446446875,43.618746250598015,42.95917499030657,43.4061393737793,146118800,0.0,0.0
33,2019-05-24,43.53658682385766,44.00529429421927,43.15485603548632,43.239418029785156,94858800,0.0,0.0
34,2019-05-28,43.227351727443626,43.63082590010163,42.983335473047305,43.060646057128906,111792800,0.0,0.0
35,2019-05-29,42.62335032024404,43.331244866964816,42.521878098984445,42.855289459228516,113924800,0.0,0.0
36,2019-05-30,42.99299078674584,43.302240444903255,42.68374112858843,43.077552795410156,84873600,0.0,0.0
37,2019-05-31,42.57743897916539,43.0026600551194,42.277855424612696,42.297183990478516,108174400,0.0,0.0
38,2019-06-03,42.42523309255495,42.985746764124585,41.13749640572967,41.86954879760742,161584400,0.0,0.0
39,2019-06-04,42.38658028945738,43.44721104077163,42.16430728608588,43.40130615234375,123872000,0.0,0.0
40,2019-06-05,44.522339683180235,44.69387843020396,43.763710855543124,44.101951599121094,119093600,0.0,0.0
41,2019-06-06,44.23241584227849,44.80984344665046,44.00772446535523,44.74944305419922,90105200,0.0,0.0
42,2019-06-07,45.06109945909413,46.368164604514206,44.88231668856165,45.940528869628906,122737600,0.0,0.0
43,2019-06-10,46.34158801603341,47.20168885696085,46.29568313634121,46.52762222290039,104883600,0.0,0.0
44,2019-06-11,47.078479435737,47.35390506261892,46.774062801777156,47.06639862060547,107731600,0.0,0.0
45,2019-06-12,46.85862120228936,47.346657379240234,46.723324920334,46.91660690307617,73012800,0.0,0.0
46,2019-06-13,47.039818227350125,47.54476455180403,46.77405875021237,46.90693664550781,86698400,0.0,0.0
47,2019-06-14,46.278777744688405,46.77164328572464,45.976775806503994,46.5662841796875,75046000,0.0,0.0
48,2019-06-17,46.60493698144104,47.10263926538516,46.428568884213746,46.84412384033203,58676400,0.0,0.0
49,2019-06-18,47.36598899976743,48.39037730721115,47.16304456375093,47.945831298828125,106204000,0.0,0.0
50,2019-06-19,48.24300431762443,48.29132758545955,47.67040972194618,47.80570602416992,84496800,0.0,0.0
51,2019-06-20,48.409696812037026,48.46768250570588,47.84435012331594,48.189842224121094,86056000,0.0,0.0
52,2019-06-21,48.03039153518032,48.52567547739741,47.873348307061725,48.02555847167969,191202400,0.0,0.0
53,2019-06-24,47.96756776072679,48.35896475936949,47.87817637130908,47.97723388671875,72881600,0.0,0.0
54,2019-06-25,47.94099212865855,48.141521850565965,47.18236343551996,47.25001525878906,84281200,0.0,0.0
55,2019-06-26,47.78154841680595,48.55950584667604,47.68007618941608,48.27199935913086,104270000,0.0,0.0
56,2019-06-27,48.39037378602156,48.69962716777112,48.21642405819898,48.25749588012695,83598800,0.0,0.0
57,2019-06-28,48.00138773780428,48.19950275173976,47.60757977104526,47.817771911621094,124442400,0.0,0.0
58,2019-07-01,49.086194727706044,49.40511059689221,48.47735768706283,48.694801330566406,109012000,0.0,0.0
59,2019-07-02,48.660984316494606,49.07653940761808,48.648903497900086,48.979896545410156,67740800,0.0,0.0
60,2019-07-03,49.112765573104305,49.39302427176247,48.97022153529529,49.38577651977539,45448000,0.0,0.0
61,2019-07-05,49.1296782920701,49.54764795516115,49.020954641736424,49.34228515625,69062000,0.0,0.0
62,2019-07-08,48.51600933435358,48.65855337192315,47.93616705707726,48.32514572143555,101354400,0.0,0.0
63,2019-07-09,48.127019169859594,48.68511805785133,48.0327947301538,48.61988830566406,82312000,0.0,0.0
64,2019-07-10,48.76727367732864,49.22148207828489,48.697207164317405,49.10068130493164,71588400,0.0,0.0
65,2019-07-11,49.12002000157621,49.38095016821918,48.73345965904973,48.74312210083008,80767200,0.0,0.0
66,2019-07-12,48.91223667998778,49.286719847511186,48.85183628801779,49.11759948730469,70380800,0.0,0.0
67,2019-07-15,49.30846333667461,49.738513834607765,49.28672008023412,49.57905960083008,67789600,0.0,0.0
68,2019-07-16,49.429252101250746,49.79648742909329,49.16590733982823,49.407508850097656,67467200,0.0,0.0
69,2019-07-17,49.298800994889234,49.55006500509401,49.1103520655988,49.12968063354492,56430000,0.0,0.0
70,2019-07-18,49.28670385678018,49.74091583672371,49.21422267262274,49.68776321411133,74162400,0.0,0.0
71,2019-07-19,49.71918057659342,49.89071929649743,48.89048904256706,48.9460563659668,83717200,0.0,0.0
72,2019-07-22,49.20216630597147,50.067100510471214,49.19250386367142,50.0646858215332,89111600,0.0,0.0
73,2019-07-23,50.36426005069135,50.47298000940456,50.08158299687115,50.4560661315918,73420800,0.0,0.0
74,2019-07-24,50.17339174432748,50.530960993966225,50.05259097342481,50.41499328613281,59966400,0.0,0.0
75,2019-07-25,50.46815117237321,50.55271319542407,49.946290902993475,50.016357421875,55638400,0.0,0.0
76,2019-07-26,50.12747742466236,50.671080791386935,50.04533380068398,50.1902961730957,70475600,0.0,0.0
77,2019-07-29,50.364261337915615,50.890950953677226,50.359428274624584,50.65901184082031,86693600,0.0,0.0
78,2019-07-30,50.43674484751165,50.7749892736792,50.086423291502186,50.44157791137695,135742800,0.0,0.0
79,2019-07-31,52.28740912955386,53.48333611325495,51.05041032307242,51.470794677734375,277125600,0.0,0.0
80,2019-08-01,51.67857067662231,52.676386269522744,49.948706360105064,50.35700988769531,216071600,0.0,0.0
81,2019-08-02,49.65637054199482,49.873810481053795,48.714125890676044,49.29155349731445,163448400,0.0,0.0
82,2019-08-05,47.8346881859645,47.9941423937693,46.52762302569376,46.711238861083984,209572000,0.0,0.0
83,2019-08-06,47.42879150078637,47.85401251475057,46.880355044755596,47.595497131347656,143299200,0.0,0.0
84,2019-08-07,47.211360150150746,48.21400511609955,46.82721456733107,48.08837127685547,133457600,0.0,0.0
85,2019-08-08,48.36862633841257,49.17315988850126,48.17292968584581,49.14899826049805,108038000,0.0,0.0
86,2019-08-09,48.81917994004136,49.173256365654005,48.33171333824475,48.74399948120117,98478800,0.1925,0.0
87,2019-08-12,48.4117448043967,49.001069155056136,48.29776033535051,48.62031173706055,89927600,0.0,0.0
88,2019-08-13,48.75126918485512,51.4480847443529,48.620306587222665,50.679298400878906,188874000,0.0,0.0
89,2019-08-14,49.27026365840355,50.065727340930245,49.13202576391036,49.17082977294922,146189600,0.0,0.0
90,2019-08-15,49.34302961587578,49.750460686455206,48.423878442645446,48.92589569091797,108909600,0.0,0.0
91,2019-08-16,49.54188667970358,50.24034407344696,49.43517750004232,50.08028030395508,110481600,0.0,0.0
92,2019-08-19,51.079454649772345,51.59117093021133,50.93636903642377,51.01397705078125,97654400,0.0,0.0
93,2019-08-20,51.14251820107105,51.74154171900332,51.00670786026206,51.01640701293945,107537200,0.0,0.0
94,2019-08-21,51.654234509517295,51.8142945821941,51.31713252074209,51.56935119628906,86141600,0.0,0.0
95,2019-08-22,51.70273400375798,52.005883385833066,51.11098581785878,51.52569580078125,89014800,0.0,0.0
96,2019-08-23,50.79085156251686,51.42625509950925,48.746414177029514,49.14414596557617,187272000,0.0,0.0
97,2019-08-26,49.92506568344425,50.247617070686246,49.73104933841585,50.07785415649414,104174400,0.0,0.0
98,2019-08-27,50.41010059548673,50.57743963320579,49.35999077521745,49.512779235839844,103493200,0.0,0.0
99,2019-08-28,49.49823821143024,49.89111867107722,49.30907327155914,49.84503936767578,63755200,0.0,0.0
100,2019-08-29,50.565319369069755,50.764187149569025,50.11908434526468,50.689002990722656,83962000,0.0,0.0
101,2019-08-30,50.96790097135675,51.038230000822026,50.25004159546193,50.6235237121582,84573600,0.0,0.0
102,2019-09-03,50.06330301545373,50.19668949230557,49.52733694558659,49.88626480102539,80092000,0.0,0.0
103,2019-09-04,50.53863823228502,50.80298359797681,50.27914429272674,50.7326545715332,76752400,0.0,0.0
104,2019-09-05,51.414138905061684,51.891902661686075,51.29530300652498,51.72456359863281,95654800,0.0,0.0
105,2019-09-06,51.91129996725446,52.00103099851305,51.5378178631302,51.71970748901367,77449200,0.0,0.0
106,2019-09-09,52.10289061216502,52.49092330817735,51.18859472435706,51.94040298461914,109237600,0.0,0.0
107,2019-09-10,51.86521966968199,52.57337615539785,51.34380423242682,52.55397415161133,127111600,0.0,0.0
108,2019-09-11,52.886236101867745,54.254046113869386,52.80377664859392,54.22494125366211,177158400,0.0,0.0
109,2019-09-12,54.518381982900806,54.9112623717366,54.047893581154675,54.10367202758789,128906800,0.0,0.0
110,2019-09-13,53.354296875,53.545885676443575,52.631589708030226,53.0511474609375,159053200,0.0,0.0
111,2019-09-16,52.803773073460825,53.38582213099111,52.76254519989247,53.330039978027344,84632400,0.0,0.0
112,2019-09-17,53.344589608784055,53.55315652196016,53.1408704210965,53.524051666259766,73274800,0.0,0.0
113,2019-09-18,53.61136345643233,54.045475461099706,53.21848302585074,54.02607345581055,101360000,0.0,0.0
114,2019-09-19,53.84174728554274,54.26615636657984,53.444015494764386,53.58710479736328,88242400,0.0,0.0
115,2019-09-20,53.68897040610659,53.97514165216369,52.740718232140466,52.80377197265625,221652400,0.0,0.0
116,2019-09-23,53.09964747127195,53.3154896932344,52.784371359273486,53.04386901855469,76662000,0.0,0.0
117,2019-09-24,53.604090760474016,53.95817089816241,52.67281666486262,52.791648864746094,124763200,0.0,0.0
118,2019-09-25,53.00264047162848,53.7180722970998,52.66068706909861,53.604087829589844,87613600,0.0,0.0
119,2019-09-26,53.35428349093948,53.58225238521659,53.07053615462226,53.327606201171875,75334000,0.0,0.0
120,2019-09-27,53.485249186785616,53.587110633815875,52.69463694477175,53.068119049072266,101408000,0.0,0.0
121,2019-09-30,53.57255248930511,54.46502611394546,53.54587519806591,54.31708908081055,103909600,0.0,0.0
122,2019-10-01,54.58386502601633,55.347799962183984,54.37287054701794,54.46745300292969,139223200,0.0,0.0
123,2019-10-02,54.096397556438305,54.22250872904649,52.85227137225238,53.10206985473633,138449200,0.0,0.0
124,2019-10-03,52.9735326484304,53.58711038839977,52.17322125827379,53.553157806396484,114426000,0.0,0.0
125,2019-10-04,54.7221050587801,55.17076765685584,54.297695893242505,55.05435562133789,138478800,0.0,0.0
126,2019-10-07,54.874889946746386,55.762508530943386,54.77060463433105,55.06647872924805,122306000,0.0,0.0
127,2019-10-08,54.76575238835131,55.30899367144974,54.40439702014096,54.42137145996094,111820000,0.0,0.0
128,2019-10-09,55.059200286865234,55.24351376963751,54.72209833908399,55.059200286865234,74770400,0.0,0.0
129,2019-10-10,55.277468478909825,55.886194799093815,55.12468370857233,55.80131149291992,113013600,0.0,0.0
130,2019-10-11,56.4949141883152,57.63233118312677,56.3397018634711,57.28553009033203,166795600,0.0,0.0
131,2019-10-14,56.9678311891395,57.751171867680746,56.91205273821948,57.20307540893555,96427600,0.0,0.0
132,2019-10-15,57.32917314978518,57.634746327316726,56.962970109211824,57.069679260253906,87360000,0.0,0.0
133,2019-10-16,56.59678252871698,57.050296574181324,56.55555465195739,56.83930206298828,73903200,0.0,0.0
134,2019-10-17,57.01391063028128,57.270980718398164,56.63315692445364,57.05998992919922,67585200,0.0,0.0
135,2019-10-18,56.89265428521666,57.617788994662945,56.819897687856965,57.334041595458984,97433600,0.0,0.0
136,2019-10-21,57.603238135258266,58.44478117605626,57.554734970772365,58.328369140625,87247200,0.0,0.0
137,2019-10-22,58.4860032800924,58.73822193086527,58.11252117923845,58.19498062133789,82293600,0.0,0.0
138,2019-10-23,58.71398090137415,58.99045302324092,58.50056252640527,58.97589874267578,75828800,0.0,0.0
139,2019-10-24,59.29845170596131,59.368784445242795,58.64364968461855,59.07291030883789,69275200,0.0,0.0
140,2019-10-25,58.9710445409056,59.83683726146205,58.903139374609175,59.80046081542969,73477200,0.0,0.0
141,2019-10-28,60.00417475452294,60.44798588735111,59.83441184319483,60.39948272705078,96572800,0.0,0.0
142,2019-10-29,60.38008387380742,60.569248799238196,58.82796045987442,59.00257110595703,142839600,0.0,0.0
143,2019-10-30,59.35906807798003,59.4900306727672,58.498126862879026,58.99528884887695,124522000,0.0,0.0
144,2019-10-31,59.960524167785,60.428585039442886,57.54017682655736,60.32915115356445,139162000,0.0,0.0
145,2019-11-01,60.518314019380995,62.06801346656731,60.426159126339904,62.04133987426758,151125200,0.0,0.0
146,2019-11-04,62.407540858153126,62.53365573724596,61.93463226487878,62.44877243041992,103272000,0.0,0.0
147,2019-11-05,62.33964504283471,62.61612087205928,62.16261051464509,62.35905075073242,79897600,0.0,0.0
148,2019-11-06,62.27172721279069,62.44634154284043,61.93220140466829,62.385711669921875,75864400,0.0,0.0
